Classic Relaxed
Classic Slim
Classic Straight
Denim Washed Khaki 1969 Slim Fit
Tailored Relaxed
Vintage Straight
Bowery Classic
Broken-in Slim Fit
Essex
Stanton Classic
Broken-in Khakis
Broken-in Khakis Relaxed Fit
Cargo
Classic Khakis
Loose Cargo
Relaxed
Tailored Straight
