Pair 1,Pair 2,Pair 3,id,zappos,picUrl,productUrl,dateAdded,title,brand,style,waist_size,length_size,material,color,waist,front_rise,back_rise,hips,inseam,thigh,knee,outseam,cuff,country_of_origin,their_description_of_fit,their_description_of_leg,their_description_of_sit,rn,other1,other2,other3,other4,measurer,date_measured,source
,,,89,FALSE,http://www.mrporter.com/images/products/300958/300958_mrp_in_m2.jpg,http://www.mrporter.com/product/300958,6/11/11 2:45,Cotton Blend Trousers,Incotex,None,33,32,None,None,34.5,9,None,None,36,None,None,42,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,90,FALSE,http://www.mrporter.com/images/products/300958/300958_mrp_in_m2.jpg,http://www.mrporter.com/product/300958,6/11/11 2:45,Cotton Blend Trousers,Incotex,None,34,32,None,None,35.5,9,None,None,36,None,None,43,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,91,FALSE,http://www.mrporter.com/images/products/300958/300958_mrp_in_m2.jpg,http://www.mrporter.com/product/300958,6/11/11 2:45,Cotton Blend Trousers,Incotex,None,35,32,None,None,36,9,None,None,36,None,None,43.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,92,FALSE,http://www.mrporter.com/images/products/300958/300958_mrp_in_m2.jpg,http://www.mrporter.com/product/300958,6/11/11 2:45,Cotton Blend Trousers,Incotex,None,36,32,None,None,37,9,None,None,36,None,None,43.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,93,FALSE,http://www.mrporter.com/images/products/300958/300958_mrp_in_m2.jpg,http://www.mrporter.com/product/300958,6/11/11 2:45,Cotton Blend Trousers,Incotex,None,38,32,None,None,38.5,9.5,None,None,36.5,None,None,43.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
a,,,94,FALSE,http://www.mrporter.com/images/products/300958/300958_mrp_in_m2.jpg,http://www.mrporter.com/product/300958,6/11/11 2:45,Cotton Blend Trousers,Incotex,None,40,32,None,None,40,10,None,None,37,None,None,43.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,95,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,29,32,None,None,29.5,11,None,None,30.5,None,None,39.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,96,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,30,32,None,None,30.5,11,None,None,30.5,None,None,39.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,97,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,31,32,None,None,31.5,11,None,None,30.5,None,None,40,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,98,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,32,32,None,None,33,11,None,None,30.5,None,None,40,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,99,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,33,32,None,None,34,11,None,None,31,None,None,40,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,100,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,34,32,None,None,34.5,13,None,None,31.5,None,None,41,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,101,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,35,32,None,None,35.5,13,None,None,31.5,None,None,41,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,102,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,32,34,None,None,33,12,None,None,32.5,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,103,FALSE,http://www.mrporter.com/images/products/301857/301857_mrp_in_m2.jpg,http://www.mrporter.com/product/301857,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,34,34,None,None,34,12.5,None,None,32.5,None,None,43,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,104,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,29,32,None,None,30,9.5,None,None,30.5,None,None,39,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,105,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,30,32,None,None,30.5,10,None,None,30.5,None,None,39,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,106,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,31,32,None,None,31.5,10,None,None,30.5,None,None,40,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,107,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,32,32,None,None,32.5,10,None,None,30.5,None,None,40,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,108,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,33,32,None,None,33,10,None,None,30.5,None,None,40,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,109,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,34,32,None,None,34.5,10.5,None,None,30.5,None,None,40.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,110,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,35,32,None,None,36,10.5,None,None,30.5,None,None,40,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,111,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,32,34,None,None,33,10,None,None,33,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,112,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,33,34,None,None,34.5,10,None,None,33,None,None,42.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,113,FALSE,http://www.mrporter.com/images/products/301858/301858_mrp_in_m2.jpg,http://www.mrporter.com/product/301858,6/11/11 2:45,Bowery Slim Cotton Trousers,J.Crew,None,34,34,None,None,34.5,10,None,None,33,None,None,42.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,114,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,29,32,None,None,None,9.5,None,None,31.5,None,None,40.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,115,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,30,32,None,None,None,9.5,None,None,31.5,None,None,40.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,116,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,31,32,None,None,None,10,None,None,31.5,None,None,41,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,117,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,32,32,None,None,None,10,None,None,32,None,None,41,7.5,None,None,None,None,None,None,None,None,None,None,None,None
d,,,118,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,33,32,None,None,None,10,None,None,32,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
d,,,119,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,34,32,None,None,None,10,None,None,32,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
d,,,120,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,35,32,None,None,None,10,None,None,32,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,121,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,32,34,None,None,None,10,None,None,34,None,None,43.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
d,,,122,FALSE,http://www.mrporter.com/images/products/301859/301859_mrp_in_m2.jpg,http://www.mrporter.com/product/301859,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,34,34,None,None,None,10,None,None,34,None,None,43.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,123,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,29,32,None,None,30.5,9.5,None,None,32,None,None,41,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,124,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,30,32,None,None,31.5,9.5,None,None,32,None,None,41,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,125,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,31,32,None,None,32.5,10,None,None,32,None,None,41.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,126,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,32,32,None,None,33,10,None,None,32,None,None,41.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,127,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,33,32,None,None,34,10,None,None,32,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,128,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,34,32,None,None,34.5,10,None,None,32.5,None,None,42,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,129,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,35,32,None,None,36,10.5,None,None,32.5,None,None,42,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,130,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,32,34,None,None,33,10,None,None,34,None,None,43.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,131,FALSE,http://www.mrporter.com/images/products/301860/301860_mrp_in_m2.jpg,http://www.mrporter.com/product/301860,6/11/11 2:45,Slim Leg 484 Selvedge Jeans,J.Crew,None,34,34,None,None,34.5,10,None,None,34,None,None,43.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,132,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,29,32,None,None,28.5,10,None,None,30.5,None,None,40,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,133,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,30,32,None,None,29,10,None,None,30.5,None,None,40,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,134,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,31,32,None,None,30.5,10,None,None,31,None,None,40,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,135,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,32,32,None,None,32.5,10,None,None,31,None,None,40.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,136,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,33,32,None,None,34,10,None,None,31,None,None,40.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,137,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,34,32,None,None,35.5,10,None,None,31.5,None,None,40.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,138,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,35,32,None,None,37,10,None,None,31.5,None,None,40.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,139,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,32,34,None,None,34,10,None,None,33,None,None,43,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,140,FALSE,http://www.mrporter.com/images/products/301861/301861_mrp_in_m2.jpg,http://www.mrporter.com/product/301861,6/11/11 2:45,484 Rinse Jeans,J.Crew,None,34,34,None,None,36,10,None,None,33,None,None,43,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,141,FALSE,http://www.mrporter.com/images/products/300914/300914_mrp_in_m2.jpg,http://www.mrporter.com/product/300914,6/11/11 2:45,Straight Leg Jeans,Levi's Made & Crafted,None,30,32,None,None,None,9.5,None,None,31.5,None,None,40,7.5,None,None,None,None,None,None,None,None,None,None,None,None
d,,,142,FALSE,http://www.mrporter.com/images/products/300914/300914_mrp_in_m2.jpg,http://www.mrporter.com/product/300914,6/11/11 2:45,Straight Leg Jeans,Levi's Made & Crafted,None,32,32,None,None,None,10,None,None,32.5,None,None,41,7.75,None,None,None,None,None,None,None,None,None,None,None,None
e,,,143,FALSE,http://www.mrporter.com/images/products/300914/300914_mrp_in_m2.jpg,http://www.mrporter.com/product/300914,6/11/11 2:45,Straight Leg Jeans,Levi's Made & Crafted,None,34,32,None,None,None,10.5,None,None,32.5,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
b,,,144,FALSE,http://www.mrporter.com/images/products/300914/300914_mrp_in_m2.jpg,http://www.mrporter.com/product/300914,6/11/11 2:45,Straight Leg Jeans,Levi's Made & Crafted,None,36,32,None,None,None,11,None,None,32.5,None,None,41.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,145,FALSE,http://www.mrporter.com/images/products/300914/300914_mrp_in_m2.jpg,http://www.mrporter.com/product/300914,6/11/11 2:45,Straight Leg Jeans,Levi's Made & Crafted,None,38,32,None,None,None,11,None,None,32.5,None,None,41.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,146,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,30,32,None,None,30.5,8.5,None,None,32.5,None,None,39,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,147,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,31,32,None,None,31.5,8.5,None,None,33,None,None,39.5,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,148,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,32,32,None,None,32.5,8.5,None,None,33.5,None,None,40,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,149,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,33,32,None,None,33,9,None,None,34,None,None,40,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,150,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,34,32,None,None,34,9.5,None,None,34.5,None,None,40.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,151,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,35,32,None,None,34.5,9.5,None,None,34.5,None,None,40.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,152,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,36,32,None,None,35.5,9.5,None,None,34.5,None,None,40.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,153,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,38,32,None,None,37,10,None,None,34.5,None,None,41,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,154,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,40,32,None,None,38.5,10,None,None,34.5,None,None,41.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,155,FALSE,http://www.mrporter.com/images/products/300957/300957_mrp_in_m2.jpg,http://www.mrporter.com/product/300957,6/11/11 2:45,Aged Cargo Trousers,Incotex,None,42,32,None,None,40,10,None,None,34.5,None,None,41.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
d,,,156,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,28,32,None,None,None,10,None,None,32,None,None,39.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
d,,,157,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,29,32,None,None,None,10,None,None,32,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,158,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,30,32,None,None,None,10,None,None,32,None,None,41.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,159,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,31,32,None,None,None,10,None,None,32,None,None,41.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,160,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,32,32,None,None,None,10.5,None,None,32,None,None,42,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,161,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,33,32,None,None,None,11,None,None,32,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,162,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,34,32,None,None,None,11.5,None,None,32,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,163,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,35,32,None,None,None,11.5,None,None,32,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,164,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,32,36,None,None,None,10.5,None,None,35,None,None,45.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,165,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,33,36,None,None,None,11,None,None,36,None,None,46,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,166,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,34,36,None,None,None,11,None,None,36,None,None,46,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,167,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,35,36,None,None,None,11.5,None,None,36,None,None,46.5,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,168,FALSE,http://www.mrporter.com/images/products/301272/301272_mrp_in_m2.jpg,http://www.mrporter.com/product/301272,6/11/11 2:45,Rocker Raw Straight Leg Jeans,Jean Shop,None,36,36,None,None,None,12,None,None,36,None,None,47,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,169,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,32,None,None,None,31.5,10,None,None,31.5,None,None,40,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,170,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,34,None,None,None,34,10.5,None,None,31.5,None,None,40.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,171,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,36,None,None,None,36,11,None,None,32,None,None,41,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,172,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,38,None,None,None,38,11.5,None,None,32.5,None,None,41.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,173,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,40,None,None,None,39.5,12,None,None,32.5,None,None,42,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,174,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,42,None,None,None,41.5,12,None,None,32.5,None,None,42,9.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,175,FALSE,http://www.mrporter.com/images/products/302135/302135_mrp_in_m2.jpg,http://www.mrporter.com/product/302135,6/11/11 2:45,Straight Leg Cotton Trousers,Brooks Brothers,None,44,None,None,None,44,12.5,None,None,32.5,None,None,42.5,9.75,None,None,None,None,None,None,None,None,None,None,None,None
y,,,176,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,32,None,None,None,32.5,10.5,None,None,31.5,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,177,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,34,None,None,None,34.5,11,None,None,31.5,None,None,42,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,178,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,36,None,None,None,37,11.5,None,None,31.5,None,None,43,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,179,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,38,None,None,None,39.5,12,None,None,31.5,None,None,43,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,180,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,40,None,None,None,41.5,12,None,None,31.5,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
