Pair 1,Pair 2,Pair 3,id,zappos,picUrl,productUrl,dateAdded,title,brand,style,waist_size,length_size,material,color,waist,front_rise,back_rise,hips,inseam,thigh,knee,outseam,cuff,country_of_origin,their_description_of_fit,their_description_of_leg,their_description_of_sit,rn,other1,other2,other3,other4,measurer,date_measured,source
,,,181,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,42,None,None,None,43.5,12.5,None,None,32,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,182,FALSE,http://www.mrporter.com/images/products/302136/302136_mrp_in_m2.jpg,http://www.mrporter.com/product/302136,6/11/11 2:45,Navy Cotton Chinos,Brooks Brothers,None,44,None,None,None,45,13,None,None,32,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,183,FALSE,http://www.mrporter.com/images/products/300985/300985_mrp_in_m2.jpg,http://www.mrporter.com/product/300985,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,46,None,None,None,35,10,None,None,33.5,None,None,41.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,184,FALSE,http://www.mrporter.com/images/products/300985/300985_mrp_in_m2.jpg,http://www.mrporter.com/product/300985,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,48,None,None,None,35.5,10.5,None,None,34,None,None,42.5,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,185,FALSE,http://www.mrporter.com/images/products/300985/300985_mrp_in_m2.jpg,http://www.mrporter.com/product/300985,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,50,None,None,None,36,11,None,None,34.5,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,186,FALSE,http://www.mrporter.com/images/products/300985/300985_mrp_in_m2.jpg,http://www.mrporter.com/product/300985,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,52,None,None,None,37,11.5,None,None,34.5,None,None,43.5,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,187,FALSE,http://www.mrporter.com/images/products/300985/300985_mrp_in_m2.jpg,http://www.mrporter.com/product/300985,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,54,None,None,None,38,12,None,None,35,None,None,43.5,9.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,188,FALSE,http://www.mrporter.com/images/products/300985/300985_mrp_in_m2.jpg,http://www.mrporter.com/product/300985,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,56,None,None,None,38.5,12,None,None,35.5,None,None,44,9.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,189,FALSE,http://www.mrporter.com/images/products/300986/300986_mrp_in_m2.jpg,http://www.mrporter.com/product/300986,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,46,None,None,None,29,10,None,None,33.5,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,190,FALSE,http://www.mrporter.com/images/products/300986/300986_mrp_in_m2.jpg,http://www.mrporter.com/product/300986,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,48,None,None,None,30.5,10.5,None,None,33.5,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,191,FALSE,http://www.mrporter.com/images/products/300986/300986_mrp_in_m2.jpg,http://www.mrporter.com/product/300986,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,50,None,None,None,33,11,None,None,33.5,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,192,FALSE,http://www.mrporter.com/images/products/300986/300986_mrp_in_m2.jpg,http://www.mrporter.com/product/300986,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,52,None,None,None,35.5,11,None,None,33.5,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,193,FALSE,http://www.mrporter.com/images/products/300986/300986_mrp_in_m2.jpg,http://www.mrporter.com/product/300986,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,54,None,None,None,36,11,None,None,33.5,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,194,FALSE,http://www.mrporter.com/images/products/300986/300986_mrp_in_m2.jpg,http://www.mrporter.com/product/300986,6/11/11 2:45,Linen Drawstring Trousers,Hartford,None,56,None,None,None,37,11,None,None,33.5,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,195,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,28,32,None,None,None,9,None,None,32,None,None,41.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,196,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,29,34,None,None,None,9,None,None,34.5,None,None,42,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,197,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,30,34,None,None,None,9,None,None,35,None,None,42.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,198,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,31,34,None,None,None,9.5,None,None,35,None,None,43,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,199,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,32,34,None,None,None,9.5,None,None,35,None,None,43.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
d,,,200,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,33,34,None,None,None,10,None,None,35,None,None,43.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,201,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,34,34,None,None,None,10,None,None,35,None,None,44,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,202,FALSE,http://www.mrporter.com/images/products/300475/300475_mrp_in_m2.jpg,http://www.mrporter.com/product/300475,6/11/11 2:45,Mic Rigid Straight Jeans,Acne,None,36,34,None,None,None,10,None,None,35,None,None,44.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,203,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,28,32,None,None,None,8.5,None,None,32,None,None,39,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,204,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,29,34,None,None,None,8.5,None,None,34.5,None,None,42,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,205,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,30,34,None,None,None,8.5,None,None,34.5,None,None,42,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,206,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,31,34,None,None,None,8.5,None,None,34.5,None,None,42,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,207,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,32,34,None,None,None,9,None,None,35,None,None,42.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,208,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,33,34,None,None,None,9,None,None,35,None,None,42.5,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,209,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,34,34,None,None,None,9.5,None,None,35,None,None,43,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,210,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,35,34,None,None,None,9.5,None,None,34,None,None,43,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,211,FALSE,http://www.mrporter.com/images/products/300477/300477_mrp_in_m2.jpg,http://www.mrporter.com/product/300477,6/11/11 2:45,Max Pure Slim Jeans,Acne,None,36,34,None,None,None,10,None,None,35,None,None,43.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,212,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,28,32,None,None,None,6.5,None,None,35,None,None,None,6.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,213,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,29,34,None,None,None,6.5,None,None,35,None,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,214,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,31,34,None,None,None,7,None,None,35.5,None,None,None,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,215,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,32,34,None,None,None,7.5,None,None,35.5,None,None,None,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,216,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,33,34,None,None,None,8,None,None,35.5,None,None,None,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,217,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,34,34,None,None,None,8.5,None,None,35.5,None,None,None,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,218,FALSE,http://www.mrporter.com/images/products/300478/300478_mrp_in_m2.jpg,http://www.mrporter.com/product/300478,6/11/11 2:45,Max Cash Slim Jeans,Acne,None,36,34,None,None,None,9,None,None,35.5,None,None,None,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,219,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,28,32,None,None,None,9.5,None,None,34.5,None,None,44.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,220,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,29,32,None,None,None,9.5,None,None,34.5,None,None,45,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,221,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,30,32,None,None,None,10,None,None,34.5,None,None,45,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,222,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,31,32,None,None,None,10,None,None,34.5,None,None,45.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,223,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,32,32,None,None,None,9.5,None,None,34.5,None,None,46,7.5,None,None,None,None,None,None,None,None,None,None,None,None
e,f,,224,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,33,32,None,None,None,10.5,None,None,34.5,None,None,46,7.75,None,None,None,None,None,None,None,None,None,None,None,None
e,,,225,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,34,32,None,None,None,10.5,None,None,34.5,None,None,46,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,226,FALSE,http://www.mrporter.com/images/products/301631/301631_mrp_in_m2.jpg,http://www.mrporter.com/product/301631,6/11/11 2:45,Straight Fit Jeans,Rag & bone,None,36,32,None,None,None,11.5,None,None,35,None,None,47,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,227,FALSE,http://www.mrporter.com/images/products/303937/303937_mrp_in_m2.jpg,http://www.mrporter.com/product/303937,6/11/11 2:45,Wool Suit Trousers,Paul Smith,None,30,None,None,None,32.5,9.5,None,None,35,None,None,43.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,228,FALSE,http://www.mrporter.com/images/products/303937/303937_mrp_in_m2.jpg,http://www.mrporter.com/product/303937,6/11/11 2:45,Wool Suit Trousers,Paul Smith,None,32,None,None,None,34,10,None,None,35,None,None,44,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,229,FALSE,http://www.mrporter.com/images/products/303937/303937_mrp_in_m2.jpg,http://www.mrporter.com/product/303937,6/11/11 2:45,Wool Suit Trousers,Paul Smith,None,34,None,None,None,35.5,10.5,None,None,35,None,None,44.5,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,230,FALSE,http://www.mrporter.com/images/products/303937/303937_mrp_in_m2.jpg,http://www.mrporter.com/product/303937,6/11/11 2:45,Wool Suit Trousers,Paul Smith,None,36,None,None,None,38,11,None,None,35,None,None,45,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,231,FALSE,http://www.mrporter.com/images/products/303937/303937_mrp_in_m2.jpg,http://www.mrporter.com/product/303937,6/11/11 2:45,Wool Suit Trousers,Paul Smith,None,38,None,None,None,40,11,None,None,35.5,None,None,45,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,232,FALSE,http://www.mrporter.com/images/products/301257/301257_mrp_in_m2.jpg,http://www.mrporter.com/product/301257,6/11/11 2:45,Dark Straight Fit Jeans,Mr. Bathing Ape,None,28,32,None,None,None,10,None,None,31.5,None,None,40,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,233,FALSE,http://www.mrporter.com/images/products/301257/301257_mrp_in_m2.jpg,http://www.mrporter.com/product/301257,6/11/11 2:45,Dark Straight Fit Jeans,Mr. Bathing Ape,None,30,32,None,None,None,10,None,None,31.5,None,None,40,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,234,FALSE,http://www.mrporter.com/images/products/301257/301257_mrp_in_m2.jpg,http://www.mrporter.com/product/301257,6/11/11 2:45,Dark Straight Fit Jeans,Mr. Bathing Ape,None,32,32,None,None,None,11,None,None,31.5,None,None,40,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,235,FALSE,http://www.mrporter.com/images/products/301257/301257_mrp_in_m2.jpg,http://www.mrporter.com/product/301257,6/11/11 2:45,Dark Straight Fit Jeans,Mr. Bathing Ape,None,34,32,None,None,None,11,None,None,32,None,None,40.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,236,FALSE,http://www.mrporter.com/images/products/301257/301257_mrp_in_m2.jpg,http://www.mrporter.com/product/301257,6/11/11 2:45,Dark Straight Fit Jeans,Mr. Bathing Ape,None,36,32,None,None,None,11,None,None,32,None,None,40.5,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,237,FALSE,http://www.mrporter.com/images/products/303946/303946_mrp_in_m2.jpg,http://www.mrporter.com/product/303946,6/11/11 2:45,Cotton Blend Chinos,Paul Smith,None,30,None,None,None,31.5,10,None,None,35.5,None,None,45,7,None,None,None,None,None,None,None,None,None,None,None,None
,,,238,FALSE,http://www.mrporter.com/images/products/303946/303946_mrp_in_m2.jpg,http://www.mrporter.com/product/303946,6/11/11 2:45,Cotton Blend Chinos,Paul Smith,None,32,None,None,None,34,10,None,None,36,None,None,45.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,239,FALSE,http://www.mrporter.com/images/products/303946/303946_mrp_in_m2.jpg,http://www.mrporter.com/product/303946,6/11/11 2:45,Cotton Blend Chinos,Paul Smith,None,34,None,None,None,35.5,10,None,None,36,None,None,45.5,7.5,None,None,None,None,None,None,None,None,None,None,None,None
,,,240,FALSE,http://www.mrporter.com/images/products/303946/303946_mrp_in_m2.jpg,http://www.mrporter.com/product/303946,6/11/11 2:45,Cotton Blend Chinos,Paul Smith,None,36,None,None,None,38,10.5,None,None,36,None,None,46,7.75,None,None,None,None,None,None,None,None,None,None,None,None
d,,,241,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,30,32,None,None,None,10,None,None,None,None,None,None,7.75,None,None,None,None,None,None,None,None,None,None,None,None
d,,,242,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,31,32,None,None,None,10,None,None,None,None,None,None,7.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,243,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,32,32,None,None,None,10.5,None,None,None,None,None,None,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,244,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,33,32,None,None,None,10.5,None,None,None,None,None,None,8.25,None,None,None,None,None,None,None,None,None,None,None,None
b,,,245,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,34,32,None,None,None,11,None,None,None,None,None,None,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,246,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,33,34,None,None,None,10.5,None,None,None,None,None,None,8.25,None,None,None,None,None,None,None,None,None,None,None,None
b,,,247,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,34,34,None,None,None,11,None,None,None,None,None,None,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,248,FALSE,http://www.mrporter.com/images/products/302028/302028_mrp_in_m2.jpg,http://www.mrporter.com/product/302028,6/11/11 2:45,Ludlow Chino Suit Trousers,J.Crew,None,36,34,None,None,None,11,None,None,None,None,None,None,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,249,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,34,32,None,None,None,14,None,None,31,None,None,43.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,250,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,30,34,None,None,None,12.5,None,None,33,None,None,44.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,251,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,33,34,None,None,None,14,None,None,31,None,None,45.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,252,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,38,34,None,None,None,15,None,None,33,None,None,46.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,253,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,32,36,None,None,None,13.5,None,None,35,None,None,47,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,254,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,33,36,None,None,None,13.5,None,None,35,None,None,47,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,255,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,34,36,None,None,None,14,None,None,35,None,None,47.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,256,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,36,36,None,None,None,14,None,None,35,None,None,47.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,257,FALSE,http://www.mrporter.com/images/products/301138/301138_mrp_in_m2.jpg,http://www.mrporter.com/product/301138,6/11/11 2:45,1944 501 Shrink-To-Fit Jeans,Levi's Vintage Clothing,None,38,36,None,None,None,14.5,None,None,35,None,None,48.5,None,None,None,None,None,None,None,None,None,None,None,None,None
,,,258,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,30,32,None,None,None,11,None,None,32.5,None,None,43,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,259,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,32,32,None,None,None,11,None,None,33,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,260,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,34,32,None,None,None,11.5,None,None,33,None,None,43,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,261,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,30,34,None,None,None,11,None,None,35,None,None,36,8.25,None,None,None,None,None,None,None,None,None,None,None,None
,,,262,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,32,34,None,None,None,11.5,None,None,35,None,None,36,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,263,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,33,34,None,None,None,11.5,None,None,35,None,None,36,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,264,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,34,34,None,None,None,12,None,None,35,None,None,35,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,265,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,36,34,None,None,None,12,None,None,35,None,None,36,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,266,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,38,34,None,None,None,12,None,None,35,None,None,35,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,267,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,32,36,None,None,None,12,None,None,37,None,None,45.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,268,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,33,36,None,None,None,12,None,None,37,None,None,46.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,269,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,34,36,None,None,None,12.5,None,None,37,None,None,46.5,8.75,None,None,None,None,None,None,None,None,None,None,None,None
,,,270,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,36,36,None,None,None,13,None,None,35,None,None,46.5,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,271,FALSE,http://www.mrporter.com/images/products/301141/301141_mrp_in_m2.jpg,http://www.mrporter.com/product/301141,6/11/11 2:45,1947 501 Shrink to Fit Straight Jeans,Levi's Vintage Clothing,None,38,36,None,None,None,13.5,None,None,37,None,None,47,9,None,None,None,None,None,None,None,None,None,None,None,None
,,,272,FALSE,http://www.mrporter.com/images/products/301144/301144_mrp_in_m2.jpg,http://www.mrporter.com/product/301144,6/11/11 2:45,1954 501z Shrink to Fit Jeans,Levi's Vintage Clothing,None,30,32,None,None,None,10.5,None,None,32.5,None,None,41.5,7,None,None,None,None,None,None,None,None,None,None,None,None
