http://needsupply.com/mens/bottoms/pants/safari-pant.html,Rogue Territory,Safari Pant,165.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/s/a/safaripant_safaripant_4.jpg,Measurements taken from a size 31.,31,31,32,10.5,34,8,7.5,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",165.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/ar-g-trouser-in-navy.html,Rogue Territory,Ar-G Trouser In Navy,155.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/r/argnavy_argtrousernavyr4.jpg,Measurements taken from a size 31.,31,31,32,10,34,8,7.5,11,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",155.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/ar-g-trouser-in-black.html,Rogue Territory,Ar-G Trouser In Black,155.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/r/argblack_argtrouserblackr3.jpg,Measurements taken from a size 31.,31,31,32,10,34,8,7.5,11,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",155.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/ar-g-trouser-in-bronze.html,Rogue Territory,Ar-G Trouser In Bronze,155.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/r/argbronze_argtrouserbronzer1.jpg,Measurements taken from a size 31.,31,31,32,10,34,8,7.5,11,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",155.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/weekender-pant-4.html,RVCA,Weekender Pant In Sage,49.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1030019_weekenderpant5_1.jpg,"Measured on a size 31, dimensions may vary with size.",31,31,31,11,31,8,7.5,10.5,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",49.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/weekender-pant-2.html,RVCA,Weekender Pant In Navy,49.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1030019_weekenderpant_5_2.jpg,"Measured on a size 31, dimensions may vary with size.",31,31,31,11,31,8,7.5,10.5,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",49.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/weekender-pant-1.html,RVCA,Weekender Pant In Black,49.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1030019_black_4_1.jpg,"Measured on a size 31, dimensions may vary with size.",31,31,31,11,31,8,7.5,10.5,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",49.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/slim-chino-in-clay.html,Cheap Monday,Slim Chino In Clay,65.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200500_slimchinoclay5.jpg,Measurements taken from a size 31-34. Dimensions will vary with size.,31,34,31,9.5,33,7.5,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/raul-dark-brown.html,COMUNE,Raul Pant In Dark Brown,76.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10029_rauldarkbrown4.jpg,Measurements taken from size 31,31,31,31,10,32,7.75,7.75,11.5,14.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",76.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/holiday-tweed-pants.html,General Assembly,Holiday Tweed Pants,120.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/h/o/holpants_holidaytweed4.jpg,Measurements taken from a size 32.,32,32,33,11,31,9,8,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",120.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/greatest-pants-3.html,Toddland,Greatest Pants In Dark Grey,58.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/6/16darkgrey_5_1.jpg,Measurements taken from a size 31.,31,31,33,11,32,9.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/greatest-pants-2.html,Toddland,Greatest Pants In Forest Green,58.00,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/6/16forestgreen_5.jpg,Measurements taken from a size 31.,31,31,33,11,32,9.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58.00 ,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
