url,Designer,Style,Price,Pic,Meas From Waist,Des Waist,Des Inseam,waist,front,inseam,knee,cuff,thigh,back,outseam
http://www.zappos.com/product/7693888,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,39.99,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,,34,,,11,38,,20,,16,48
http://www.zappos.com/product/7693888,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,39.99,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,,34,,,11,38,,20,,16,48
http://www.zappos.com/product/7693888,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,39.99,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,,34,,,11,38,,20,,16,48
http://www.zappos.com/product/7675497,Cutter & Buck Big and Tall,Big & Tall Gabardine Microfiber Trouser,63.99,http://www.zappos.com/images/z/1/2/1/1217031-p-DETAILED.jpg,,,,,,,,,,,
http://www.zappos.com/product/7604015,Dockers Men's,Soft Khaki D3 Classic Fit Flat Front,31.99,http://www.zappos.com/images/z/1/0/5/1054786-p-DETAILED.jpg,,34,,,12,34,,19.75,,14,
http://www.zappos.com/product/7680886,Travis Mathew,Nooner,73.99,http://www.zappos.com/images/z/1/2/2/1229292-p-DETAILED.jpg,,,,,11,32,,18,,16,
http://www.zappos.com/product/7693853,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,35.99,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,,40,,,12,38,,19,,17,44
http://www.zappos.com/product/7693848,Dockers Men's,Advantage 365 Khaki D3 Classic Fit Flat Front,33.99,http://www.zappos.com/images/z/1/1/9/1192314-p-DETAILED.jpg,,34,,,12,32,,20,,16,
http://www.zappos.com/product/7693903,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,31.99,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,,34,,,12,34,,18,,16,
http://www.zappos.com/product/7816888,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Flat Front,39.99,http://www.zappos.com/images/z/1/1/9/1192623-p-DETAILED.jpg,,46,,46,14,32,,20,,18,43
http://www.zappos.com/product/7693853,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,35.99,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,,40,,,12,38,,19,,17,44
http://www.zappos.com/product/7693909,Dockers Big & Tall,Big & Tall Comfort Cargo D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/5/4/1541870-p-DETAILED.jpg,,44,,,14,32,,20,,19,44
http://www.zappos.com/product/7693853,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,35.99,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,,40,,,12,38,,19,,17,44
http://www.zappos.com/product/7693852,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Pleated,35.99,http://www.zappos.com/images/z/1/2/5/1257427-p-DETAILED.jpg,,40,,,12,38,,18,,17,48
http://www.zappos.com/product/7693888,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,39.99,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,,34,,,11,38,,20,,16,48
http://www.zappos.com/product/7693903,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,31.99,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,,34,,,12,34,,18,,16,
http://www.zappos.com/product/7693909,Dockers Big & Tall,Big & Tall Comfort Cargo D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/5/4/1541870-p-DETAILED.jpg,,44,,,14,32,,20,,19,44
http://www.zappos.com/product/7693903,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,31.99,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,,34,,,12,34,,18,,16,
http://www.zappos.com/product/7694932,Cutter & Buck Big and Tall,Big & Tall West Mercer Jean,68.99,http://www.zappos.com/images/z/1/2/6/1260267-p-DETAILED.jpg,,36,36,,12.5,,,,,,
http://www.zappos.com/product/7720727,Costume National,80JP024 32118 950,168.99,http://www.zappos.com/images/z/1/3/1/1318427-p-DETAILED.jpg,,32,,,,,,,,,
http://www.zappos.com/product/7720724,Costume National,80P111 20328,197.99,http://www.zappos.com/images/z/1/3/1/1318419-p-DETAILED.jpg,,32,,,9,34,,18,,16,44
http://www.zappos.com/product/7722621,Kuhl,Slackr Jean,79.00,http://www.zappos.com/images/z/1/3/2/2/5/0/1322503-p-DETAILED.jpg,,32,,32,11,32,,18,,16,43
http://www.zappos.com/product/7720724,Costume National,80P111 20328,197.99,http://www.zappos.com/images/z/1/3/1/1318419-p-DETAILED.jpg,,32,,,9,34,,18,,16,44
http://www.zappos.com/product/7720725,Costume National,80P115 20287 930,245.99,http://www.zappos.com/images/z/1/3/1/1318425-p-DETAILED.jpg,,32,,,9,34,,14,,15,43
http://www.zappos.com/product/7722621,Kuhl,Slackr Jean,79.00,http://www.zappos.com/images/z/1/3/2/2/5/0/1322503-p-DETAILED.jpg,,32,32,32,11,32,,18,,16,43
http://www.zappos.com/product/7752475,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,,31,,,12,32,,20,,17,42
http://www.zappos.com/product/7756710,Dockers Men's,SF Tapered Khakis ,39.99,http://www.zappos.com/images/z/1/4/0/1400882-p-DETAILED.jpg,,,,,10,30,,16,,15,40
http://www.zappos.com/product/7756710,Dockers Men's,SF Tapered Khakis ,39.99,http://www.zappos.com/images/z/1/4/0/1400882-p-DETAILED.jpg,,,,,10,30,,16,,15,40
http://www.zappos.com/product/7752475,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,,31,,,12,32,,20,,17,42
http://www.zappos.com/product/7752484,Dockers Men's,Iron Free Khaki D3 Classic Fit Pleated,35.99,http://www.zappos.com/images/z/1/3/9/1391639-p-DETAILED.jpg,,32,,,12,32,,18,,16,
http://www.zappos.com/product/7752475,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,,31,,,12,32,,20,,17,42
http://www.zappos.com/product/7752475,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,,31,,,12,32,,20,,17,42
http://www.zappos.com/product/7752484,Dockers Men's,Iron Free Khaki D3 Classic Fit Pleated,35.99,http://www.zappos.com/images/z/1/3/9/1391639-p-DETAILED.jpg,,32,,,12,32,,18,,16,
http://www.zappos.com/product/7759845,Ian Poulter Design,Tartan Boot Leg Trouser,101.99,http://www.zappos.com/images/z/1/4/0/1408439-p-DETAILED.jpg,,32,34,32,11.5,34,,20,,15.5,44
http://www.zappos.com/product/7759845,Ian Poulter Design,Tartan Boot Leg Trouser,101.99,http://www.zappos.com/images/z/1/4/0/1408439-p-DETAILED.jpg,,32,34,32,11.5,34,,20,,15.5,44
http://www.zappos.com/product/7759845,Ian Poulter Design,Tartan Boot Leg Trouser,101.99,http://www.zappos.com/images/z/1/4/0/1408439-p-DETAILED.jpg,,32,34,32,11.5,34,,20,,15.5,44
http://www.zappos.com/product/7752475,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,35.99,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,,31,,,12,32,,20,,17,42
http://www.zappos.com/product/7752484,Dockers Men's,Iron Free Khaki D3 Classic Fit Pleated,35.99,http://www.zappos.com/images/z/1/3/9/1391639-p-DETAILED.jpg,,32,,,12,32,,18,,16,
http://www.zappos.com/product/7771791,Dockers Men's,Comfort Khaki D4 Relaxed Fit Pleated,33.99,http://www.zappos.com/images/z/1/4/3/1433668-p-DETAILED.jpg,,34,,,12,32,,19,,17,44
http://www.zappos.com/product/7771824,Dockers Men's,Lived & Worn Khaki D2 Straight Fit Flat Front,35.99,http://www.zappos.com/images/z/1/4/3/1433730-p-DETAILED.jpg,,32,,,10.5,32,,18,,16,41.5
http://www.zappos.com/product/7586215,Dockers Men's,True Chino D4 Relaxed Fit Pleated,22.99,http://www.zappos.com/images/z/1/0/1/1014364-p-DETAILED.jpg,,34,,,11,34,,19,,16,44
http://www.zappos.com/product/7693853,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,35.99,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,,40,,,12,38,,19,,17,44
