1,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,28,0,28.5,9.5,33.5,43.5,7
2,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,29,0,29,9.5,33.5,44,7.5
3,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,30,0,30,10,34,44.5,7.5
4,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,31,0,31.5,10,34,44.5,7.5
5,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,32,0,32.5,10.5,34,44.5,7.5
6,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,33,0,34,10.5,34,44.5,7.75
7,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,34,0,34.5,11,34,45,7.75
8,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,36,0,36,11.5,34,45.5,8.25
9,http://www.mrporter.com/images/products/302727/302727_mrp_in_m2.jpg,http://www.mrporter.com/product/302727,6/11/11 2:45,RB15X Straight Denim Jeans,Rag & bone,38,0,38,12,34.5,46.5,8.25
10,http://www.mrporter.com/images/products/300681/300681_mrp_in_m2.jpg,http://www.mrporter.com/product/300681,6/11/11 2:45,Flat Front Linen Trousers,Ralph Lauren Purple Label,30,32,31.5,10,34.5,43.5,8.75
11,http://www.mrporter.com/images/products/300681/300681_mrp_in_m2.jpg,http://www.mrporter.com/product/300681,6/11/11 2:45,Flat Front Linen Trousers,Ralph Lauren Purple Label,32,32,33,10,34.5,43.5,9
